Date,TQQQ,SQQQ,UVXY,TLT
1999-04-07,81.72095,210225755.3689,2.8791963568070613e+20,33.3591
1999-04-08,83.63468,205353233.98776,2.8174701002779266e+20,33.66911
1999-04-09,85.15391,201671155.41228,2.6444242482892495e+20,33.57613
1999-04-12,83.4008,205871039.14952,2.655143458246266e+20,33.63814
1999-04-13,79.98025,214362981.25049,2.78192465614194e+20,33.42109
1999-04-14,71.71923,236555657.94705,3.168253735363353e+20,33.42109
1999-04-15,74.61608,227058558.28415,2.953705261575825e+20,33.3591
1999-04-16,68.05061,247090186.4404,2.9275650886172816e+20,33.17305
1999-04-19,58.44644,282019730.03948,3.3701836304026934e+20,33.29709
1999-04-20,62.40473,262982474.95878,3.078824281687677e+20,33.3901
1999-04-21,71.61785,224217344.70308,2.741734027771329e+20,33.3591
1999-04-22,77.39755,206175171.31743,2.6008870810269608e+20,33.04906
1999-04-23,80.42101,198170500.58194,2.60690179109465e+20,33.08009
1999-04-26,85.93843,184628109.62345,2.7210011812297992e+20,33.17305
1999-04-27,81.94952,193243741.95112,2.6725378853283794e+20,33.26609
1999-04-28,73.50236,213210949.67487,2.8323747801978955e+20,33.14208
1999-04-29,71.67672,218561094.4568,2.9275385386517378e+20,33.3591
1999-04-30,73.02883,214496031.53777,2.9088638000547732e+20,32.98533
1999-05-03,71.84848,218019366.21943,2.7284472039529123e+20,33.01648
1999-05-04,68.41421,228492606.06539,2.958545907592708e+20,32.82959
1999-05-05,74.60482,207869687.62697,2.8634443478258388e+20,32.89186
1999-05-06,66.44055,230668347.0845,3.2271284892733604e+20,32.54928
1999-05-07,69.27485,220882721.40227,2.837701078621081e+20,32.45582
1999-05-10,71.32951,214383985.81248,3.029404825897136e+20,32.58041
1999-05-11,74.6736,204384145.34744,2.837584641321309e+20,32.39354
1999-05-12,79.2789,191828399.78721,2.9025311915368825e+20,32.45582
1999-05-13,74.82247,202658454.93403,2.6973443056814336e+20,32.79842
1999-05-14,70.53735,214314935.88002,2.9760839707452015e+20,32.23779
1999-05-17,74.31285,202900177.84085,3.025123243011013e+20,32.26894
1999-05-18,73.28801,205745808.70321,3.000711827093184e+20,32.26894
1999-05-19,76.30429,197323537.58776,2.619853531476227e+20,32.48697
1999-05-20,69.9813,213722717.27835,2.504440072074649e+20,32.36238
1999-05-21,68.01501,219778229.12608,2.4777681153226775e+20,32.51808
1999-05-24,62.80009,236682276.90002,2.9509704938971493e+20,32.51808
1999-05-25,56.60295,260096552.65572,3.135529418884448e+20,32.54928
1999-05-26,61.31571,238505271.35325,2.897215572525387e+20,32.39354
1999-05-27,61.12016,239326038.69099,2.963705222602327e+20,32.23779
1999-05-28,64.11677,227647707.42929,2.5114580441805272e+20,32.43189
1999-06-01,59.81423,242979719.8383,2.676445479610156e+20,32.08753
1999-06-02,62.82079,230819526.53498,2.595967206715993e+20,32.08753
1999-06-03,60.11813,240806151.82266,2.5763816390892762e+20,32.05624
1999-06-04,65.6178,218834232.81362,2.149839427607147e+20,32.02493
1999-06-07,69.68567,205320673.59512,2.183023445657843e+20,32.02493
1999-06-08,64.42017,220883530.2262,2.2008546750969115e+20,31.8997
1999-06-09,67.62484,209948425.73105,2.16901881994023e+20,31.83709
1999-06-10,65.2709,217308098.34187,2.3472005492877974e+20,31.71189
1999-06-11,62.27485,227335461.22208,2.4114865521104644e+20,31.3675
1999-06-14,58.72442,240351327.85978,2.4798676490638315e+20,31.52404
1999-06-15,61.32711,229755681.05475,2.3783917166395258e+20,31.52404
1999-06-16,70.75063,194506407.80452,1.878514120895188e+20,31.58664
1999-06-17,73.07529,188162394.27452,1.8088109770407625e+20,31.9936
1999-06-18,74.04379,185713336.60808,1.771480195985938e+20,31.8997
1999-06-21,80.66166,169159600.57889,1.7664599649011076e+20,31.71189
1999-06-22,73.32635,184583081.39489,1.740782581046273e+20,31.58664
1999-06-23,76.76318,175975786.45263,1.6829214542198653e+20,31.39885
1999-06-24,72.15612,186581624.47368,1.8772077619398574e+20,31.24228
1999-06-25,71.84591,187431402.40226,1.7053735124736455e+20,31.30488
1999-06-28,76.92436,174232544.63756,1.7957490771006646e+20,31.52404
1999-06-29,80.04592,167206731.32952,1.7689400538725437e+20,31.64926
1999-06-30,83.71138,159595484.71961,1.5892087250301174e+20,32.09289
1999-07-01,85.37062,156483659.69623,1.4198542510857829e+20,31.9985
1999-07-02,88.57499,150648908.13816,1.298542362448129e+20,32.09289
1999-07-06,86.83835,153642492.6756,1.505557444981677e+20,31.96704
1999-07-07,87.21778,153010499.32827,1.4536583107730715e+20,31.90409
1999-07-08,90.6748,146985121.13642,1.4317314244171004e+20,32.09289
1999-07-09,93.35975,142671112.67823,1.1798197696462085e+20,32.06144
1999-07-12,91.85458,145008851.34581,1.3459990163478444e+20,32.40754
1999-07-13,90.51174,147165663.49432,1.3591237233169865e+20,32.47046
1999-07-14,95.08937,139761278.61857,1.325115713687859e+20,32.37607
1999-07-15,97.67105,136004979.35897,1.2119955331046185e+20,32.40754
1999-07-16,100.33759,132326704.44501,1.0809144209799474e+20,32.47046
1999-07-19,97.22698,136463440.79592,1.2269477548558467e+20,32.47046
1999-07-20,85.93008,152354202.28717,1.4808932117242986e+20,32.47046
1999-07-21,87.13272,150261422.68802,1.4369208336828772e+20,32.40754
1999-07-22,80.44642,161832177.76986,1.586588858472342e+20,32.15583
1999-07-23,80.77245,161218779.44918,1.603396478809966e+20,31.96704
1999-07-26,74.78635,173210278.49877,1.7634098904661538e+20,31.93556
1999-07-27,79.27015,162869716.26317,1.5658034914778707e+20,32.06144
1999-07-28,83.8952,153409490.88483,1.5164591398560023e+20,32.06144
1999-07-29,78.47686,163359114.28443,1.6721216373168334e+20,31.87266
1999-07-30,77.27661,165901359.71343,1.6727278149124067e+20,31.90744
1999-08-02,76.60034,167399125.51636,1.757789866378556e+20,31.90744
1999-08-03,75.07047,170786106.21531,1.8155908535360166e+20,31.81258
1999-08-04,70.9574,180187391.55616,1.9200716407785295e+20,31.84421
1999-08-05,74.30835,171725356.34704,1.8656811884559404e+20,31.97068
1999-08-06,71.87731,177387562.44704,1.8101866528219716e+20,31.65441
1999-08-09,69.07388,184352611.08947,1.905760221145996e+20,31.4331
1999-08-10,67.17552,189466405.80359,1.974112815672242e+20,31.40146
1999-08-11,73.77688,170897939.35036,1.641842566606937e+20,31.49632
1999-08-12,71.14472,177041332.0681,1.5954652826512415e+20,31.4331
1999-08-13,80.40787,154036893.00899,1.3242654875778993e+20,31.65441
1999-08-16,82.29818,150458982.28758,1.3826873733947287e+20,31.65441
1999-08-17,83.48916,148320379.71113,1.2471797716474246e+20,31.90744
1999-08-18,80.63775,153423615.86145,1.3791986741639237e+20,31.90744
1999-08-19,77.72137,159012295.18209,1.4663575611231178e+20,31.84421
1999-08-20,81.38937,151548941.61327,1.3262664769079357e+20,31.87579
1999-08-23,89.11807,137198404.38907,1.2823378097592748e+20,31.87579
1999-08-24,90.8929,134502910.91327,1.2605940268322839e+20,32.00226
1999-08-25,96.65185,126018268.13017,1.1302365672335014e+20,32.28688
1999-08-26,91.78024,132406128.90297,1.1425655245320846e+20,32.28688
1999-08-27,88.99801,136457162.73667,1.1846868532202809e+20,31.97068
1999-08-30,85.19255,142331754.72991,1.404341325916442e+20,31.65441
1999-08-31,87.99122,137699791.83835,1.3791328019123693e+20,31.75298
1999-09-01,89.84866,134833652.02078,1.2408931284288992e+20,31.72121
1999-09-02,88.86019,136355182.69085,1.3621088665799465e+20,31.5305
1999-09-03,101.05653,117676770.51531,1.056914826760388e+20,31.91192
1999-09-07,99.64711,119351955.23561,1.2354259945014539e+20,31.68941
1999-09-08,95.55666,124284212.4478,1.256844583745676e+20,31.75298
1999-09-09,99.58799,119075906.07182,1.1839610997100036e+20,31.62584
1999-09-10,102.98229,115050253.96421,1.100059007813728e+20,31.88013
1999-09-13,99.22451,119281047.45311,1.1567935553707745e+20,31.75298
1999-09-14,100.81798,117399255.50283,1.2154256882914535e+20,31.56227
1999-09-15,94.92863,124291840.40308,1.2675280527106322e+20,31.62584
1999-09-16,94.73891,124575128.62391,1.3120945825228587e+20,31.75298
1999-09-17,103.2201,113456734.80491,1.1509420974979103e+20,31.88013
1999-09-20,103.89762,112743599.17163,1.1969968878467226e+20,31.78477
1999-09-21,96.36687,120946185.9142,1.3096871702077266e+20,31.72121
1999-09-22,99.38462,117192487.54343,1.2653127815911653e+20,31.78477
1999-09-23,86.98216,131850694.01169,1.456144677585908e+20,32.00725
1999-09-24,87.28092,131434823.25747,1.4420558085115778e+20,32.26153
1999-09-27,89.07754,128767471.0391,1.3237914101671903e+20,32.03906
1999-09-28,90.27705,127070565.44939,1.2889736948556348e+20,31.88013
1999-09-29,84.80357,134810792.17448,1.3118767764852757e+20,31.62584
1999-09-30,87.43127,130674418.44127,1.2224825544534853e+20,32.04439
1999-10-01,87.49186,130620861.94443,1.1793076433347902e+20,31.72488
1999-10-04,93.3422,121923263.2499,1.137724324100107e+20,31.88465
1999-10-05,95.28875,119414236.98909,1.1528072361660903e+20,31.62905
1999-10-06,100.97119,112326421.1796,9.543298026680802e+19,31.66099
1999-10-07,100.21214,113202818.46996,1.0463004687517965e+20,31.62905
1999-10-08,103.32985,109711554.25444,8.333324412760857e+19,31.66099
1999-10-11,107.65029,105153948.76689,8.360573562306993e+19,31.66099
1999-10-12,100.26254,112400478.10109,9.645639471997544e+19,31.53318
1999-10-13,91.28999,122490545.59738,1.1554730153734939e+20,31.37344
1999-10-14,92.95687,120288251.79342,1.1534150951978158e+20,31.27756
1999-10-15,84.68448,131027148.19364,1.3246831313591486e+20,31.46929
1999-10-18,81.42922,136100288.74299,1.27673184938481e+20,31.34152
1999-10-19,82.71535,133987131.34401,1.1570876482250778e+20,31.21372
1999-10-20,90.24536,121823888.52368,9.751919859830802e+19,31.21372
1999-10-21,94.62309,115948218.70788,9.757288228595253e+19,31.18175
1999-10-22,93.29669,117604986.2509,8.239001851387093e+19,31.18175
1999-10-25,93.39373,117515674.69146,9.300828399422985e+19,31.18175
1999-10-26,91.09015,120447117.16628,9.626057956238705e+19,31.11787
1999-10-27,90.63003,121089913.5756,9.523131302055217e+19,31.30954
1999-10-28,99.99552,108611530.02054,7.768438343901386e+19,31.56515
1999-10-29,110.42449,97314792.0995,8.1837978880135e+19,32.08545
1999-11-01,108.63915,98916649.85884,8.065812197741376e+19,31.95696
1999-11-02,108.7828,98813229.29247,8.562686725467813e+19,32.08545
1999-11-03,115.23735,92977798.33555,8.536270243719877e+19,32.11757
1999-11-04,119.06711,89914190.98076,8.388208522021826e+19,32.27814
1999-11-05,122.64966,87233405.44491,7.59660436008414e+19,32.43874
1999-11-08,130.01159,82021788.91125,7.654045854693648e+19,32.3745
1999-11-09,127.32176,83741712.31593,8.036334472335196e+19,32.3745
1999-11-10,132.27116,80510175.7752,7.746566326374515e+19,32.31027
1999-11-11,139.29405,76258370.27968,7.593295869371916e+19,32.31027
1999-11-12,144.72425,73308271.24031,7.323495111200851e+19,32.53505
1999-11-15,143.8055,73796615.99819,7.825374027662547e+19,32.53505
1999-11-16,154.68236,68236653.93831,6.733181279328729e+19,32.47085
1999-11-17,148.32522,71061172.50461,6.7982063553443955e+19,32.24603
1999-11-18,161.89527,64581305.74667,6.166894467878239e+19,32.14967
1999-11-19,166.16102,62898816.64632,5.819528231053934e+19,32.14967
1999-11-22,158.47276,65828295.85385,6.176272762628513e+19,32.08545
1999-11-23,160.58346,64971884.25871,6.606066827614217e+19,32.05335
1999-11-24,176.36523,58607362.07695,6.210704403477562e+19,31.9891
1999-11-26,177.985,58087227.65508,7.119137603562557e+19,31.92487
1999-11-29,169.08901,61008583.1745,7.66237709777451e+19,31.60368
1999-11-30,149.70898,68020104.38347,7.90627900596266e+19,31.89748
1999-12-01,159.37125,63651747.51992,6.894600661861456e+19,31.8329
1999-12-02,174.46268,57643972.9152,6.632415856921443e+19,31.73604
1999-12-03,185.51329,54009804.9953,5.466466043365856e+19,31.96204
1999-12-06,190.47742,52580794.10643,5.963037690645798e+19,32.02665
1999-12-07,190.38449,52621998.7649,6.143042259949379e+19,32.15576
1999-12-08,183.36189,54578598.36959,6.170037765920746e+19,32.05888
1999-12-09,185.88614,53843775.99093,6.1007954596867826e+19,32.12346
1999-12-10,190.41359,52548281.75034,6.1834196025559835e+19,32.31714
1999-12-13,198.08332,50447380.12381,6.243854256761271e+19,32.22034
1999-12-14,187.26938,53215929.20795,6.7780679833149284e+19,31.8329
1999-12-15,197.99266,50185048.84072,6.276578133961334e+19,31.70377
1999-12-16,212.54873,46510853.99072,6.181435130916935e+19,31.51004
1999-12-17,217.96335,45339687.20236,5.901270669559631e+19,31.51004
1999-12-20,226.39131,43600385.61001,6.867534860048126e+19,31.31633
1999-12-21,262.78833,36603976.6305,6.334374181615812e+19,31.28407
1999-12-22,260.18032,36978161.17504,6.193681799970375e+19,31.25177
1999-12-23,269.35531,35685042.58482,5.607816753982748e+19,31.2195
1999-12-27,264.46808,36342818.10218,6.3453047281604714e+19,31.31633
1999-12-28,259.37437,37051922.90763,6.259794326370227e+19,31.28407
1999-12-29,288.73059,32866931.10393,6.265222379310356e+19,31.38091
1999-12-30,279.23865,33955735.04774,6.901229766699856e+19,31.41321
1999-12-31,277.98924,34113853.20077,6.803047538495624e+19,31.38725
2000-01-03,308.65624,30360625.06246,6.5774416732321645e+19,31.09512
2000-01-04,244.98355,36632601.34622,7.672569914374414e+19,31.32232
2000-01-05,226.12655,39463110.79989,7.363318392142533e+19,31.03019
2000-01-06,179.42477,47625450.68142,7.027481579958392e+19,31.25739
2000-01-07,245.90995,29992822.97506,5.3355247537829904e+19,31.38725
2000-01-10,266.27599,27518477.22798,5.294535770061285e+19,31.28987
2000-01-11,227.28006,31557136.6977,5.546522503530304e+19,30.99773
2000-01-12,212.15395,33667109.58071,5.6334808762779795e+19,30.93282
2000-01-13,250.41131,27606363.36727,5.176039647393283e+19,31.22496
2000-01-14,267.78029,25700008.25377,4.406736088685385e+19,31.09512
2000-01-18,271.94291,25308941.3969,4.9945644722437734e+19,30.96529
2000-01-19,290.27684,23610241.72542,5.036331478403808e+19,31.03019
2000-01-20,281.63046,24320533.19541,5.011583795491131e+19,30.96529
2000-01-21,292.04861,23427938.9354,4.655149598507708e+19,31.03019
2000-01-24,249.80289,26823995.04493,5.712624421939563e+19,31.22496
2000-01-25,260.92639,25637566.33275,5.2989150049148625e+19,31.25739
2000-01-26,229.23362,28759354.6039,5.265342843852574e+19,31.4197
2000-01-27,239.23148,27513976.34017,5.4034447902516494e+19,31.582
2000-01-28,202.95467,31694654.6407,6.2609004916536754e+19,31.80919
2000-01-31,228.95527,27644746.50148,5.789577974594539e+19,31.77982
2000-02-01,247.26467,25443002.79593,5.226987288998341e+19,31.94295
2000-02-02,253.43274,24816291.26058,5.08011727478939e+19,32.13873
2000-02-03,282.97825,21931087.04561,4.678754141020344e+19,32.43239
2000-02-04,288.60732,21501802.78476,4.4961811604523336e+19,32.33451
2000-02-07,300.43345,20627673.20364,4.856124287305687e+19,32.10613
2000-02-08,338.02618,18053078.22272,4.329960465787295e+19,32.43239
2000-02-09,302.03229,19981242.79475,4.803998086718264e+19,32.17136
2000-02-10,331.62128,18030250.75332,4.823899753690153e+19,31.91036
2000-02-11,308.34366,19301602.6351,5.213599941492555e+19,32.04086
2000-02-14,307.02673,19390315.13219,5.164332959785481e+19,32.26928
2000-02-15,313.50291,18987708.04903,4.664314438011235e+19,32.17136
2000-02-16,308.95616,19269080.6122,4.8118108345873514e+19,32.13873
2000-02-17,328.49561,18056504.08358,4.6737937935415206e+19,32.26928
2000-02-18,292.74397,20027415.52296,5.497410589158589e+19,32.49765
2000-02-22,295.3799,19853628.12979,5.414564990592114e+19,32.7913
2000-02-23,344.58223,16552972.47527,4.757986938997763e+19,32.59553
2000-02-24,366.71624,15495045.82135,4.871103064362289e+19,32.69343
2000-02-25,341.34917,16571857.64056,5.0828003945514795e+19,32.53029
2000-02-28,340.55701,16615730.07742,4.8899312440072086e+19,32.36713
2000-02-29,367.39392,15311842.2158,4.466399980283389e+19,32.72122
2000-03-01,376.23856,14948191.42139,3.939220376680163e+19,32.68844
2000-03-02,349.90804,15999144.07366,3.753307397159787e+19,32.72122
2000-03-03,408.93561,13305288.75868,3.232507208853213e+19,32.88516
2000-03-06,418.39128,13001898.07764,3.787922229435852e+19,32.75402
2000-03-07,399.25652,13600642.57867,4.5040516943734874e+19,32.75402
2000-03-08,409.91452,13241979.00364,4.336380679411122e+19,32.68844
2000-03-09,451.15484,11914047.34719,3.866412082279524e+19,32.72122
2000-03-10,445.0379,12079418.68832,3.586086225281798e+19,32.5901
2000-03-13,409.8257,13039110.61242,3.968748758238635e+19,32.5901
2000-03-14,364.1286,14497270.12974,4.347423431050445e+19,32.8196
2000-03-15,318.1561,16332441.06147,3.7640132168039916e+19,32.95075
2000-03-16,372.49991,13548003.55206,3.340906054412378e+19,33.01631
2000-03-17,393.50174,12788529.46109,3.703592309175022e+19,33.18025
2000-03-20,360.00637,13881293.78162,3.8242129498239295e+19,33.21304
2000-03-21,400.56339,12322012.42959,3.4826724530747527e+19,33.27861
2000-03-22,424.54379,11588565.81023,3.407748303354623e+19,33.24584
2000-03-23,446.66019,10988863.121,3.5670549279930016e+19,33.37698
2000-03-24,464.47198,10554390.82137,3.794484102986044e+19,33.0819
2000-03-27,466.44332,10513261.54968,4.0658237033008865e+19,33.0819
2000-03-28,430.54229,11326052.2498,4.119420030133367e+19,33.0819
2000-03-29,376.84633,12742457.42307,3.901695388331549e+19,33.0819
2000-03-30,348.37893,13709503.58807,4.207083607420857e+19,33.40971
2000-03-31,370.11425,12859040.3599,3.840670435925171e+19,33.74922
2000-04-03,303.36739,15182604.05925,3.7946708327315554e+19,33.78221
2000-04-04,294.36455,15638333.64036,4.500052642400871e+19,34.04586
2000-04-05,278.50395,16486384.3352,4.789635980546559e+19,33.97993
2000-04-06,298.17243,15327784.79125,4.437484275675414e+19,33.97993
2000-04-07,334.01372,13490514.22891,3.729785303684667e+19,34.24361
2000-04-10,272.74827,15969635.29861,4.0706996337925685e+19,34.27655
2000-04-11,253.19437,17119952.59533,4.338242594030053e+19,33.97993
2000-04-12,208.37931,20155917.36269,4.721022693931077e+19,33.74922
2000-04-13,181.08848,22802520.97156,4.790624339342019e+19,33.91403
2000-04-14,133.9179,28750142.2739,5.756774350245594e+19,33.97993
2000-04-17,180.08058,18849952.16623,4.5458673929728655e+19,33.5844
2000-04-18,194.30159,17367705.49916,3.84749696513636e+19,33.55148
2000-04-19,176.37917,18975546.26799,4.0194380848692216e+19,33.84811
2000-04-20,164.78918,20229003.0361,3.730240737687689e+19,33.84811
2000-04-24,150.53731,21985271.48752,4.033159998342184e+19,33.74922
2000-04-25,180.93074,17553949.32936,3.5341358229090193e+19,33.51851
2000-04-26,162.27259,19370168.85448,3.872763132030496e+19,33.48555
2000-04-27,183.77583,16809988.37213,3.677659981617558e+19,33.28782
2000-04-28,204.82328,14890602.92087,3.654030086795428e+19,33.52634
2000-05-01,210.3858,14491499.36161,3.561506800474713e+19,33.4932
2000-05-02,173.97099,17004783.68632,4.0774158576370295e+19,33.29445
2000-05-03,168.08615,17585877.19508,4.720583328404068e+19,32.96314
2000-05-04,169.05673,17490412.11085,4.495025310681501e+19,32.69811
2000-05-05,181.03442,16257108.537,3.7536083724055814e+19,32.5656
2000-05-08,159.77763,18171563.43997,3.8643721830860325e+19,32.36686
2000-05-09,149.46583,19350424.56546,3.987392678863125e+19,32.53246
2000-05-10,116.7997,23586045.31491,4.153836577719327e+19,32.69811
2000-05-11,138.15609,19281579.30355,3.6846317046278205e+19,32.76436
2000-05-12,138.08112,19298801.00221,3.3183860050303476e+19,32.53246
2000-05-15,156.05424,16793918.90425,3.0677630605212983e+19,32.69811
2000-05-16,169.22241,15382728.32808,2.950037275154508e+19,32.83065
2000-05-17,158.64681,16349639.38913,2.8639330227353526e+19,32.66499
2000-05-18,141.49824,18123141.03938,2.8402837909378216e+19,32.39997
2000-05-19,121.30618,20716274.21834,3.0835472418965578e+19,32.49934
2000-05-22,120.95797,20783677.75076,3.163755563872986e+19,32.69811
2000-05-23,90.60309,26007303.14162,3.1178618408852857e+19,32.66499
2000-05-24,107.5818,21143502.88362,2.815807004326856e+19,32.63183
2000-05-25,100.41522,22560146.86965,2.841228882575304e+19,32.93002
2000-05-26,100.35842,22581335.36443,2.8022541508637663e+19,33.06254
2000-05-30,130.5519,15796586.27047,2.6365977025250497e+19,32.93002
2000-05-31,119.31595,17162559.71356,2.6231294505883886e+19,33.37637
2000-06-01,137.54753,14546857.2809,2.39012255344678e+19,33.64285
2000-06-02,166.98565,11438997.46121,2.232279810089543e+19,33.74277
2000-06-05,168.1439,11364026.94721,2.4083774275684594e+19,33.84269
2000-06-06,154.02437,12322605.10765,2.44558912251852e+19,33.84269
2000-06-07,166.27896,11346886.9334,2.3377386653890343e+19,33.90932
2000-06-08,163.85334,11516776.23807,2.366593532637716e+19,33.94264
2000-06-09,166.39559,11342455.22388,2.2517943775269016e+19,33.90932
2000-06-12,150.32552,12442243.93829,2.263475821267699e+19,34.00926
2000-06-13,167.63309,11014426.49271,2.148743150238876e+19,33.8094
2000-06-14,156.1979,11770018.58683,2.1054258054309364e+19,33.94264
2000-06-15,164.37115,11158814.95281,1.9730438489800053e+19,33.87601
2000-06-16,166.9075,10990848.68169,1.933460535151986e+19,34.10918
2000-06-19,186.734,9689476.72509,1.938304243643597e+19,34.00926
2000-06-20,184.4838,9809926.58882,1.959956801977958e+19,33.97597
2000-06-21,191.46483,9442429.1371,1.908208872395567e+19,33.74277
2000-06-22,170.29576,10490036.66582,2.0878806778645844e+19,33.70945
2000-06-23,150.08465,11739029.81949,2.12165193174329e+19,33.50962
2000-06-26,162.29893,10788276.46799,2.122450909509605e+19,33.70945
2000-06-27,156.37771,11186036.61054,2.015399009174967e+19,33.8094
2000-06-28,161.97078,10790219.54323,1.7918797624511326e+19,33.70945
2000-06-29,149.67806,11613478.5845,1.7011578804508443e+19,34.00926
2000-06-30,158.39259,10942082.98835,1.6685014236384674e+19,34.14315
2000-07-03,167.51245,10316699.02833,1.6939372271080995e+19,34.27704
2000-07-05,147.96096,11524781.20313,1.8524863769783857e+19,34.27704
2000-07-06,159.69285,10615382.25544,1.8106158377103905e+19,34.10967
2000-07-07,169.4766,9969001.59152,1.5748475832766558e+19,34.24356
2000-07-10,161.67839,10431521.45588,1.7002395158270069e+19,34.2101
2000-07-11,164.23387,10270529.99196,1.6607316117274786e+19,34.2101
2000-07-12,175.8107,9550381.12182,1.6391893862031612e+19,34.17664
2000-07-13,182.48902,9191245.34393,1.6277040227424598e+19,34.44441
2000-07-14,194.19521,8605164.7973,1.5297532721968839e+19,34.17664
2000-07-17,200.59596,8324872.39505,1.5344724536832344e+19,33.97578
2000-07-18,187.17399,8885049.67664,1.5592235689527362e+19,34.00926
2000-07-19,174.3697,9496216.92504,1.5364578020292545e+19,33.97578
2000-07-20,191.07881,8589871.93797,1.4424180803425163e+19,34.44441
2000-07-21,171.69457,9464566.45069,1.4323111548214411e+19,34.54483
2000-07-24,160.97535,10059083.23513,1.533441413849154e+19,34.44441
2000-07-25,164.6964,9830366.40039,1.4614990436603335e+19,34.47788
2000-07-26,163.95684,9878251.72936,1.4829160967106134e+19,34.44441
2000-07-27,144.57353,11049862.43828,1.464609222427007e+19,34.57829
2000-07-28,120.88744,12864371.30203,1.593337237110061e+19,34.51138
2000-07-31,131.51406,11738577.82314,1.5707003196124928e+19,34.65267
2000-08-01,126.19978,12217403.39853,1.5381105921094928e+19,34.78725
2000-08-02,119.42515,12877838.10435,1.4655870202705924e+19,34.78725
2000-08-03,134.85549,11218817.88825,1.4542202808838382e+19,34.92181
2000-08-04,133.38114,11345697.19325,1.2945369109360314e+19,35.02273
2000-08-07,142.73984,10553917.68035,1.328224706169692e+19,34.88817
2000-08-08,151.36219,9920373.07151,1.293793106357308e+19,34.98906
2000-08-09,139.21476,10720291.75034,1.3250087044175921e+19,35.02273
2000-08-10,130.87316,11366747.39475,1.3167604616915042e+19,35.1573
2000-08-11,136.26238,10903012.62562,1.2416618085802705e+19,34.98906
2000-08-14,144.88087,10217634.37904,1.1656892073760018e+19,35.09001
2000-08-15,144.79627,10227603.80819,1.1672978364600375e+19,35.02273
2000-08-16,149.0925,9928027.28903,1.163014764800595e+19,34.95545
2000-08-17,157.63754,9362779.29412,1.102588856839766e+19,35.02273
2000-08-18,155.07815,9518319.93648,1.0541798211489757e+19,35.12368
2000-08-21,156.21053,9452433.33844,1.0746169174411862e+19,35.0564
2000-08-22,156.12192,9461341.07358,1.078237732575369e+19,35.09001
2000-08-23,163.69557,9005969.9034,1.062350675931257e+19,35.19093
2000-08-24,171.19019,8597120.3609,1.023732265889366e+19,35.25825
2000-08-25,168.32307,8744413.13512,9.705986046793325e+18,35.25825
2000-08-28,170.64018,8627423.63358,9.646773118108121e+18,35.0564
2000-08-29,173.1411,8504277.02289,9.88537795903812e+18,34.95545
2000-08-30,172.3857,8544631.44115,1.0518448728998148e+19,35.02273
2000-08-31,186.66815,7840055.41461,9.686603959298644e+18,35.37443
2000-09-01,192.07156,7616116.08646,1.0214075618967749e+19,35.50973
2000-09-05,174.41345,8319276.06355,1.2143931151790174e+19,35.47591
2000-09-06,155.90722,9205210.38392,1.2950322980363008e+19,35.30682
2000-09-07,166.17061,8602763.9676,1.157949264977938e+19,35.273
2000-09-08,150.83424,9400019.89081,1.0639733791213734e+19,35.34063
2000-09-11,139.74737,10094541.75462,1.0513311444402074e+19,35.20536
2000-09-12,133.17412,10573182.56403,1.0602496242425993e+19,35.17151
2000-09-13,142.38924,9845568.33729,1.0297228305569559e+19,35.273
2000-09-14,140.02314,10012929.54125,1.0174491998462968e+19,35.03626
2000-09-15,132.32004,10567630.56423,1.0320500564785768e+19,34.7657
2000-09-18,125.99561,11076707.14714,1.169429549039067e+19,34.63044
2000-09-19,139.85569,9862357.54144,1.0997347354107345e+19,34.69808
2000-09-20,146.24763,9415372.6129,1.124953638561483e+19,34.56283
2000-09-21,114.28663,11476624.96826,1.1382376831886264e+19,34.69808
2000-09-22,134.49001,9452168.78118,1.177642327266539e+19,34.7657
2000-09-25,123.69476,10214511.42203,1.2264550912083448e+19,34.79954
2000-09-26,119.39391,10573565.89076,1.258246961472752e+19,34.93479
2000-09-27,119.82587,10539345.14343,1.2313162226420644e+19,34.79954
2000-09-28,127.7838,9843496.77813,1.0351763699969516e+19,34.83336
2000-09-29,115.9342,10760133.70509,1.1156479554848823e+19,35.07464
2000-10-02,108.02817,11498169.90587,1.1615211979468919e+19,34.90472
2000-10-03,97.69319,12602542.10993,1.2042652421713523e+19,34.83675
2000-10-04,103.30679,11883198.57772,1.170198553974542e+19,34.80278
2000-10-05,104.15195,11790552.2039,1.1204383622547739e+19,34.97269
2000-10-06,93.63195,12985904.23881,1.246849975122928e+19,35.14263
2000-10-09,92.30983,13174152.63844,1.3460001197818659e+19,35.14263
2000-10-10,77.80241,15249702.38908,1.4071733652762663e+19,35.21062
2000-10-11,74.03247,15994399.89848,1.542503757721504e+19,35.24461
2000-10-12,68.40623,17215988.23544,1.8747979502398e+19,35.31255
2000-10-13,85.09876,13021445.64135,1.593439938767222e+19,35.31255
2000-10-16,87.40597,12673467.27657,1.5121263339861787e+19,35.27859
2000-10-17,75.36445,14424217.20515,1.5904315046136785e+19,35.51649
2000-10-18,74.5988,14576293.18428,1.6546951459346854e+19,35.51649
2000-10-19,94.81928,10630903.96045,1.3293876656507394e+19,35.58448
2000-10-20,98.94518,10172373.48963,1.2525173995356187e+19,35.68644
2000-10-23,98.45814,10226349.97504,1.2786189267892603e+19,35.89038
